Id,Sales
121,7309.31982421875
122,6552.9716796875
123,7563.80615234375
124,6920.70703125
125,6215.2578125
126,5433.67724609375
127,6157.88330078125
128,7585.58154296875
129,6147.12060546875
130,5813.1494140625
131,7109.8095703125
132,6734.8857421875
133,6615.59765625
134,6201.57861328125
135,5724.58203125
136,7747.35205078125
137,6886.54541015625
138,6380.423828125
139,6279.38037109375
140,6351.84228515625
141,7215.33740234375
142,4122.67138671875
143,6727.64990234375
144,6307.37158203125
145,6886.54541015625
146,7110.27099609375
147,6266.8330078125
148,7768.73681640625
149,6480.9169921875
150,5400.35009765625
151,10598.7548828125
152,7126.865234375
153,6724.859375
154,7291.0419921875
155,6069.822265625
156,7243.11865234375
157,6268.35791015625
158,6914.22119140625
159,6805.98486328125
160,6561.55908203125
161,4280.4423828125
162,5991.52392578125
163,6758.90869140625
164,7088.5478515625
165,6188.60791015625
166,7139.166015625
167,5653.34521484375
168,5486.0263671875
169,4136.7978515625
170,5965.69091796875
171,6928.5537109375
172,6707.5888671875
173,6729.6142578125
174,6733.6591796875
175,6837.3076171875
176,8636.484375
177,7243.11865234375
178,6758.90869140625
179,7913.39501953125
180,8192.72265625
181,6268.35791015625
182,7307.14501953125
183,6306.5712890625
184,7069.763671875
185,5603.53564453125
186,6402.095703125
187,5691.587890625
188,6882.986328125
189,7191.482421875
190,8504.591796875
191,7147.45068359375
192,6038.39111328125
193,6493.16162109375
194,12722.7822265625
195,10763.1103515625
196,7288.8447265625
197,4417.791015625
198,6412.94384765625
199,9055.892578125
200,5355.189453125
201,11710.6630859375
202,18448.71875
203,5402.1376953125
204,6268.35791015625
205,7115.060546875
206,6688.8818359375
207,10775.2919921875
208,7278.43798828125
209,7356.8740234375
210,4092.774169921875
211,6796.1181640625
212,6707.5888671875
213,7208.3759765625
214,7504.8291015625
215,6745.05615234375
216,7118.4951171875
217,6444.830078125
218,5738.30908203125
219,6733.6591796875
220,8371.7109375
221,6616.146484375
222,6768.056640625
223,7109.05712890625
224,5652.0947265625
225,6316.697265625
226,6790.4228515625
227,6733.6591796875
228,7615.4345703125
229,7006.78759765625
230,7418.4521484375
231,6794.5498046875
232,4989.70849609375
233,7208.89892578125
234,7035.3427734375
235,5778.77392578125
236,5983.0947265625
237,7708.4931640625
238,7088.5478515625
239,7529.47900390625
240,7218.1318359375
241,6763.25537109375
242,6021.09130859375
243,5838.64501953125
244,7697.53125
245,6033.04296875
246,7155.8681640625
247,13177.2666015625
248,6975.02783203125
249,6705.6826171875
250,6069.39404296875
251,5060.54736328125
252,6419.91455078125
253,5376.10693359375
254,6244.1123046875
255,7670.669921875
256,6800.65771484375
257,17002.8125
258,9910.833984375
259,6168.6826171875
260,7025.244140625
261,6735.85595703125
262,7567.71728515625
263,7097.99951171875
264,10974.376953125
265,7448.84765625
266,7701.07080078125
267,6556.529296875
268,7760.67919921875
269,5786.75537109375
270,8078.43310546875
271,6831.1083984375
272,6239.623046875
273,6759.927734375
274,6644.396484375
275,8290.2646484375
276,8664.93359375
277,6338.50927734375
278,8362.740234375
279,7723.255859375
280,9947.2841796875
281,5581.7119140625
282,6465.74609375
283,6647.60400390625
284,8092.65380859375
285,7723.255859375
286,7109.30126953125
287,6942.087890625
288,6940.4326171875
289,6408.2724609375
290,8302.90234375
291,7078.10986328125
292,6082.248046875
293,10909.7880859375
294,15863.0390625
295,7287.99658203125
296,7125.91357421875
297,9075.8935546875
298,8122.78173828125
299,8594.501953125
300,6269.57763671875
301,7390.42138671875
302,7177.54443359375
303,7600.833984375
304,5039.9345703125
305,7161.2216796875
306,5897.802734375
307,6146.2294921875
308,7451.107421875
309,6236.1962890625
310,5614.59423828125
311,6738.22705078125
312,4923.37744140625
313,5726.12744140625
314,6520.15869140625
315,6443.0478515625
316,8515.435546875
317,7398.11572265625
318,7560.67578125
319,6568.8671875
320,7346.79736328125
321,8511.7412109375
322,6677.7646484375
323,5944.19775390625
324,5500.2939453125
325,7257.48876953125
326,6268.3994140625
327,6576.77880859375
328,4396.2509765625
329,7503.8701171875
330,8787.9970703125
331,6274.3515625
332,5963.455078125
333,7983.634765625
334,7380.5947265625
335,8289.4189453125
336,7308.00927734375
337,6507.73876953125
338,5183.5986328125
339,6499.50048828125
340,6789.53564453125
341,6155.52880859375
342,7800.93994140625
343,6658.658203125
344,6602.24658203125
345,7481.001953125
346,9102.611328125
347,7449.728515625
348,6619.2900390625
349,6417.97998046875
350,7654.25537109375
351,7380.5947265625
352,7957.02001953125
353,6692.48779296875
354,7056.50537109375
355,8476.466796875
356,6244.41015625
357,6828.96533203125
358,7705.052734375
359,7827.7119140625
360,10837.08984375
361,7448.60595703125
362,11591.7177734375
363,6388.5048828125
364,6295.5546875
365,5148.1552734375
366,6609.90869140625
367,6941.49853515625
368,6145.05126953125
369,7327.43359375
370,6632.82763671875
371,5258.22265625
372,6793.2021484375
373,5933.8876953125
374,5910.54150390625
375,6807.87451171875
376,7482.61474609375
377,7423.18701171875
378,6388.5048828125
379,8076.91552734375
380,6179.5302734375
381,5671.2548828125
382,6692.48779296875
383,6584.39892578125
384,10690.7568359375
385,6930.0673828125
386,6208.74609375
387,7071.73974609375
388,7205.708984375
389,6837.1513671875
390,6313.77001953125
391,7718.40283203125
392,6223.8125
393,6396.12646484375
394,6252.748046875
395,6893.8271484375
396,7355.37255859375
397,6738.0986328125
398,6632.82763671875
399,6206.08740234375
400,5828.56787109375
401,6556.4853515625
402,7324.931640625
403,7654.25537109375
404,8239.419921875
405,10851.1865234375
406,7574.310546875
407,6207.9404296875
408,6631.2021484375
409,9171.9560546875
410,8239.419921875
411,6248.0263671875
412,6376.19580078125
413,6807.87451171875
414,6048.99267578125
415,4998.6884765625
416,6941.49853515625
417,6257.861328125
418,7230.3076171875
419,6454.3349609375
420,3508.400146484375
421,6807.87451171875
422,6818.779296875
423,6532.751953125
424,6091.4267578125
425,6395.04052734375
426,6420.45361328125
427,7108.99609375
428,6306.8779296875
429,7145.2626953125
430,5439.552734375
431,5264.08935546875
432,4107.9345703125
433,7069.85107421875
434,17425.396484375
435,5488.97314453125
436,6773.578125
437,7838.19384765625
438,5687.80517578125
439,5457.560546875
440,6807.87451171875
441,5048.359375
442,5970.2333984375
443,7205.708984375
444,5582.888671875
445,8128.79638671875
446,5500.28857421875
447,6549.50390625
448,7414.14404296875
449,8019.28271484375
450,8185.958984375
451,6571.07275390625
452,6443.71142578125
453,5582.888671875
454,6987.89990234375
455,9641.4833984375
456,7768.603515625
457,7119.74462890625
458,5937.0751953125
459,6807.87451171875
460,6632.82763671875
461,5886.7587890625
462,7308.00927734375
463,6575.96337890625
464,6094.2685546875
465,7668.73876953125
466,6274.18408203125
467,6382.70654296875
468,5938.39501953125
469,7413.52880859375
470,6782.86865234375
471,4928.64453125
472,6200.7861328125
473,6786.13037109375
474,7633.7099609375
475,6632.82763671875
476,7683.630859375
477,5685.73828125
478,6807.87451171875
479,6063.88525390625
480,5572.0888671875
481,7108.99609375
482,6993.12060546875
483,6306.908203125
484,7370.92138671875
485,6537.92578125
486,6169.25341796875
487,6979.873046875
488,6576.4462890625
489,6782.86865234375
490,5785.39794921875
491,7749.01513671875
492,6962.3857421875
493,6110.10595703125
494,7756.75732421875
495,5782.51806640625
496,5526.67822265625
497,7043.298828125
498,7511.65380859375
499,8971.3935546875
500,5578.6357421875
501,6993.12060546875
502,6306.908203125
503,7114.19873046875
504,6418.4697265625
505,6936.68017578125
506,5982.169921875
507,6721.21044921875
508,6473.49072265625
509,6275.0458984375
510,6306.908203125
511,7067.107421875
512,6933.2802734375
513,6278.41015625
514,8700.5595703125
515,7261.31787109375
516,8438.6982421875
517,5293.13134765625
518,5904.2021484375
519,6512.75
520,7996.14794921875
521,7343.86181640625
522,5355.322265625
523,8534.73046875
524,7872.9970703125
525,6654.19482421875
526,5418.15087890625
527,4678.2021484375
528,6819.61181640625
529,5763.8779296875
530,8634.6640625
531,7124.56787109375
532,6461.70166015625
533,6723.4033203125
534,7295.396484375
535,6393.2353515625
536,6988.8798828125
537,6190.63330078125
538,8467.20703125
539,8369.9384765625
540,7256.40185546875
541,5797.76123046875
542,6205.158203125
543,5712.53271484375
544,0.0
545,6994.30810546875
546,5693.11865234375
547,8303.1240234375
548,5599.06884765625
549,6825.9892578125
550,6211.9091796875
551,9530.408203125
552,6255.384765625
553,5942.00390625
554,6717.47412109375
555,8060.869140625
556,5743.69775390625
557,7785.708984375
558,7120.1044921875
559,8715.5517578125
560,6885.30419921875
561,7471.50341796875
562,7043.9638671875
563,5191.5107421875
564,5263.0498046875
565,8959.173828125
566,9421.9697265625
567,7330.36962890625
568,14703.0126953125
569,6645.2900390625
570,5768.8720703125
571,7071.45654296875
572,7471.50341796875
573,8402.6611328125
574,7007.99072265625
575,7301.3623046875
576,7471.50341796875
577,6054.7763671875
578,6885.30419921875
579,5802.17041015625
580,5819.4521484375
581,5841.41357421875
582,5415.02001953125
583,5630.95751953125
584,7187.95068359375
585,14893.57421875
586,7493.2060546875
587,6402.24853515625
588,7071.45654296875
589,6656.65185546875
590,7330.36962890625
591,4245.564453125
592,8901.3994140625
593,7301.3623046875
594,7048.083984375
595,10443.2021484375
596,10599.5537109375
597,7849.17626953125
598,6710.30810546875
599,4694.70654296875
600,6033.27294921875
601,5892.2919921875
602,7542.927734375
603,5554.111328125
604,5565.71484375
605,6179.1591796875
606,6092.1708984375
607,6508.45849609375
608,7015.57470703125
609,4714.4970703125
610,7072.83935546875
611,6570.0009765625
612,7779.533203125
613,5698.8994140625
614,5922.6240234375
615,7340.26953125
616,5350.88525390625
617,8218.205078125
618,5684.9521484375
619,5016.86865234375
620,6989.34619140625
621,6250.9892578125
622,5639.76220703125
623,6906.0615234375
624,6380.21728515625
625,8682.181640625
626,8270.8359375
627,6871.74951171875
628,5532.94482421875
629,6049.130859375
630,7702.1357421875
631,6257.65234375
632,6884.2138671875
633,6451.2265625
634,9585.0947265625
635,7650.861328125
636,6978.2685546875
637,7698.294921875
638,6840.38671875
639,7742.23291015625
640,6515.291015625
641,10181.8701171875
642,6668.43994140625
643,6285.55859375
644,5375.953125
645,5112.33935546875
646,6980.71875
647,11982.16796875
648,4442.1142578125
649,5205.5439453125
650,8393.76953125
651,6366.22314453125
652,6558.68701171875
653,7630.841796875
654,6098.29248046875
655,5984.57861328125
656,5346.5537109375
657,8557.529296875
658,5768.10693359375
659,6168.35302734375
660,7133.849609375
661,5559.162109375
662,7795.12353515625
663,6592.54296875
664,4279.20166015625
665,8089.18896484375
666,7832.23779296875
667,5336.27685546875
668,7417.1005859375
669,6721.59521484375
670,5299.6533203125
671,7316.8251953125
672,6532.1474609375
673,7210.7001953125
674,4873.78271484375
675,5910.15771484375
676,7569.6884765625
677,0.0
678,7462.3515625
679,5041.60791015625
680,5945.626953125
681,5280.7861328125
682,6515.669921875
683,5730.55322265625
684,6367.2919921875
685,7200.25390625
686,6994.06103515625
687,6459.4462890625
688,7598.30419921875
689,7014.27001953125
690,7614.0107421875
691,8210.44921875
692,7387.6162109375
693,4547.470703125
694,6967.52783203125
695,6811.9990234375
696,5603.984375
697,7902.74462890625
698,6683.072265625
699,7791.533203125
700,7791.533203125
701,7757.45263671875
702,4688.8125
703,8119.458984375
704,7917.5849609375
705,6713.14404296875
706,7447.98828125
707,8297.55859375
708,6602.15185546875
709,7271.27685546875
710,7468.85302734375
711,6404.22119140625
712,6325.58447265625
713,6634.6435546875
714,6002.60400390625
715,6368.9140625
716,6881.69287109375
717,6246.76904296875
718,7089.60986328125
719,7358.09521484375
720,7271.27685546875
721,5923.0419921875
722,8757.28125
723,7116.37060546875
724,6623.2939453125
725,7094.66943359375
726,7935.6015625
727,8151.76220703125
728,6851.08837890625
729,6031.5927734375
730,6847.02490234375
731,7160.818359375
732,7570.2080078125
733,5934.9404296875
734,4976.52783203125
735,6235.9404296875
736,7073.810546875
737,6150.3466796875
738,6800.68994140625
739,7358.09521484375
740,6358.91650390625
741,6260.267578125
742,5087.37451171875
743,6724.89794921875
744,6551.31591796875
745,6424.796875
746,7770.4267578125
747,8738.5419921875
748,6003.19921875
749,7116.37060546875
750,4890.2119140625
751,5190.75830078125
752,7289.7763671875
753,11211.3798828125
754,7456.25439453125
755,7578.40771484375
756,5920.39306640625
757,7210.58349609375
758,9075.2177734375
759,6368.9140625
760,7341.41748046875
761,5512.263671875
762,5012.578125
763,5727.08349609375
764,6561.12744140625
765,6642.0009765625
766,5465.93798828125
767,6701.73095703125
768,5450.31396484375
769,8065.8525390625
770,7366.7041015625
771,6232.2060546875
772,6806.53662109375
773,7097.4443359375
774,6186.97900390625
775,6475.541015625
776,7488.74072265625
777,8030.80224609375
778,6605.56591796875
779,4829.37939453125
780,12229.3564453125
781,6799.19189453125
782,5693.11865234375
783,8454.09375
784,7710.8095703125
785,7284.8623046875
786,6869.1083984375
787,6074.99462890625
788,7506.86962890625
789,12728.486328125
790,5924.595703125
791,6028.18212890625
792,6326.5380859375
793,7434.80078125
794,6483.958984375
795,8485.6962890625
796,7013.85546875
797,6321.7666015625
798,5835.71630859375
799,6866.3310546875
800,8359.9736328125
801,5762.26708984375
802,6922.37744140625
803,5925.505859375
804,6799.19189453125
805,7641.24951171875
806,7163.6875
807,8665.048828125
808,6809.4072265625
809,4874.8056640625
810,6644.87158203125
811,8034.2958984375
812,8250.650390625
813,7004.83642578125
814,7541.66162109375
815,6491.94189453125
816,5415.48486328125
817,9519.3349609375
818,5498.52099609375
819,9734.0302734375
820,6580.06689453125
821,5341.77197265625
822,7316.42041015625
823,5757.3115234375
824,6910.93798828125
825,7436.5595703125
826,4203.41015625
827,5187.64501953125
828,7385.6435546875
829,9100.953125
830,7966.1171875
831,5972.38671875
832,6742.5087890625
833,7087.0810546875
834,6795.21728515625
835,6029.6142578125
836,9573.7294921875
837,8172.57958984375
838,9893.6640625
839,4999.623046875
840,6331.65087890625
841,0.0
842,7550.79541015625
843,5853.494140625
844,9642.357421875
845,6201.77392578125
846,5928.8525390625
847,5708.32763671875
848,5237.90380859375
849,5489.240234375
850,6451.64501953125
851,5594.3232421875
852,5130.3310546875
853,8862.6171875
854,7134.63232421875
855,20467.265625
856,6529.99853515625
857,4791.1220703125
858,8061.353515625
859,8756.0791015625
860,6046.80615234375
861,7023.34130859375
862,5513.02099609375
863,8104.966796875
864,8194.7939453125
865,5580.52490234375
866,5407.07666015625
867,7184.0576171875
868,7711.3828125
869,7443.39306640625
870,7329.09716796875
871,5885.47314453125
872,4787.96484375
873,6291.9169921875
874,8981.7099609375
875,9434.1455078125
876,9621.0078125
877,7192.0791015625
878,4873.8759765625
879,6253.4462890625
880,4686.5322265625
881,8100.9091796875
882,9699.58203125
883,9582.599609375
884,5795.56591796875
885,5155.56103515625
886,4801.75
887,6328.2275390625
888,10619.9541015625
889,6691.74072265625
890,5935.02001953125
891,5667.388671875
892,8287.837890625
893,4258.515625
894,7476.71484375
895,5224.89990234375
896,7527.97119140625
897,7165.16357421875
898,6288.92919921875
899,7241.07373046875
900,6834.0087890625
901,5904.0556640625
902,6602.72509765625
903,6601.05615234375
904,10952.41796875
905,6465.90673828125
906,7521.9423828125
907,8020.00927734375
908,8564.3798828125
909,7010.263671875
910,9557.853515625
911,5062.927734375
912,5878.958984375
913,6347.70556640625
914,6324.05810546875
915,8548.5810546875
916,7550.44970703125
917,5298.17724609375
918,7427.6064453125
919,6218.376953125
920,10515.4443359375
921,4395.2529296875
922,10527.84765625
923,5368.7685546875
924,6647.5595703125
925,6979.37353515625
926,6486.28466796875
927,6081.20947265625
928,6792.8974609375
929,7438.708984375
930,5775.3134765625
931,6031.564453125
932,7294.30419921875
933,7011.681640625
934,7080.37841796875
935,5816.95458984375
936,8131.61083984375
937,7559.0390625
938,6802.1171875
939,5729.7880859375
940,6809.8291015625
941,6083.599609375
942,7288.62939453125
943,6861.931640625
944,4957.98291015625
945,7325.31591796875
946,6652.83056640625
947,6566.1044921875
948,7515.84619140625
949,5994.7021484375
950,6468.98486328125
951,5753.35888671875
952,6790.76611328125
953,7509.46875
954,5184.2861328125
955,5133.89990234375
956,7380.2001953125
957,6439.232421875
958,5822.63916015625
959,7305.98095703125
960,7045.79150390625
961,7461.99609375
962,5920.4267578125
963,5572.2216796875
964,6434.7197265625
965,7818.2060546875
966,7828.23486328125
967,7037.4970703125
968,7853.841796875
969,6346.0830078125
970,7503.49072265625
971,6186.9140625
972,7933.5732421875
973,8523.2197265625
974,6139.54443359375
975,7563.80615234375
976,7025.7802734375
977,7309.31982421875
978,6431.02001953125
979,7563.80615234375
980,6920.70703125
981,6215.2578125
982,5433.67724609375
983,6157.88330078125
984,7585.58154296875
985,6147.12060546875
986,5813.1494140625
987,7109.8095703125
988,6734.8857421875
989,6615.59765625
990,6201.57861328125
991,5724.58203125
992,7747.35205078125
993,6886.54541015625
994,6380.423828125
995,6279.38037109375
996,6351.84228515625
997,7215.33740234375
998,4122.67138671875
999,6727.64990234375
1000,6307.37158203125
1001,6886.54541015625
1002,7110.27099609375
1003,6266.8330078125
1004,7768.73681640625
1005,6480.9169921875
1006,5400.35009765625
1007,10598.7548828125
1008,7126.865234375
1009,6724.859375
1010,7291.0419921875
1011,5552.51171875
1012,7243.11865234375
1013,6268.35791015625
1014,6914.22119140625
1015,6805.98486328125
1016,6561.55908203125
1017,4280.4423828125
1018,5991.52392578125
1019,6758.90869140625
1020,7088.5478515625
1021,6188.60791015625
1022,7139.166015625
1023,5653.34521484375
1024,5486.0263671875
1025,4136.7978515625
1026,5965.69091796875
1027,6669.375
1028,6707.5888671875
1029,6729.6142578125
1030,6733.6591796875
1031,6837.3076171875
1032,8636.484375
1033,7243.11865234375
1034,6758.90869140625
1035,7913.39501953125
1036,8192.72265625
1037,6268.35791015625
1038,7307.14501953125
1039,6306.5712890625
1040,7069.763671875
1041,5603.53564453125
1042,6402.095703125
1043,5691.587890625
1044,6882.986328125
1045,7191.482421875
1046,8504.591796875
1047,7147.45068359375
1048,6038.39111328125
1049,6493.16162109375
1050,12722.7822265625
1051,10763.1103515625
1052,7288.8447265625
1053,4417.791015625
1054,6412.94384765625
1055,9055.892578125
1056,5190.6494140625
1057,11710.6630859375
1058,18448.71875
1059,5402.1376953125
1060,6268.35791015625
1061,7115.060546875
1062,6688.8818359375
1063,10775.2919921875
1064,7278.43798828125
1065,7356.8740234375
1066,4092.774169921875
1067,6796.1181640625
1068,6707.5888671875
1069,7208.3759765625
1070,7504.8291015625
1071,6462.8544921875
1072,7118.4951171875
1073,6444.830078125
1074,5738.30908203125
1075,6733.6591796875
1076,8371.7109375
1077,6616.146484375
1078,6768.056640625
1079,7109.05712890625
1080,5652.0947265625
1081,6316.697265625
1082,6790.4228515625
1083,6733.6591796875
1084,7416.0322265625
1085,7006.78759765625
1086,7418.4521484375
1087,6794.5498046875
1088,4989.70849609375
1089,7208.89892578125
1090,7035.3427734375
1091,5778.77392578125
1092,5983.0947265625
1093,7708.4931640625
1094,7088.5478515625
1095,7529.47900390625
1096,7218.1318359375
1097,6763.25537109375
1098,6021.09130859375
1099,5838.64501953125
1100,7697.53125
1101,6033.04296875
1102,7155.8681640625
1103,13177.2666015625
1104,6975.02783203125
1105,6705.6826171875
1106,6069.39404296875
1107,5060.54736328125
1108,6419.91455078125
1109,5376.10693359375
1110,6244.1123046875
1111,7670.669921875
1112,6800.65771484375
1113,17002.8125
1114,9910.833984375
1115,6168.6826171875
1116,7025.244140625
1117,6735.85595703125
1118,7567.71728515625
1119,7097.99951171875
1120,10974.376953125
1121,7448.84765625
1122,7701.07080078125
1123,6556.529296875
1124,7760.67919921875
1125,5744.1357421875
1126,8078.43310546875
1127,6831.1083984375
1128,6239.623046875
1129,6759.927734375
1130,6644.396484375
1131,8290.2646484375
1132,8664.93359375
1133,6338.50927734375
1134,8362.740234375
1135,7723.255859375
1136,9947.2841796875
1137,5581.7119140625
1138,6609.8515625
1139,6647.60400390625
1140,8092.65380859375
1141,7723.255859375
1142,7109.30126953125
1143,6942.087890625
1144,6940.4326171875
1145,6408.2724609375
1146,8302.90234375
1147,7078.10986328125
1148,6082.248046875
1149,11248.1279296875
1150,15482.4609375
1151,7384.5166015625
1152,7125.91357421875
1153,9075.8935546875
1154,8122.78173828125
1155,8594.501953125
1156,6269.57763671875
1157,7390.42138671875
1158,7177.54443359375
1159,7600.833984375
1160,5039.9345703125
1161,7161.2216796875
1162,5897.802734375
1163,6146.2294921875
1164,7451.107421875
1165,6236.1962890625
1166,5614.59423828125
1167,6738.22705078125
1168,4923.37744140625
1169,5726.12744140625
1170,6520.15869140625
1171,6443.0478515625
1172,8515.435546875
1173,7398.11572265625
1174,7560.67578125
1175,6568.8671875
1176,7346.79736328125
1177,8511.7412109375
1178,6677.7646484375
1179,5944.19775390625
1180,5500.2939453125
1181,7257.48876953125
1182,6268.3994140625
1183,6576.77880859375
1184,4396.2509765625
1185,7503.8701171875
1186,8787.9970703125
1187,6274.3515625
1188,5963.455078125
1189,7983.634765625
1190,7380.5947265625
1191,8289.4189453125
1192,7308.00927734375
1193,6507.73876953125
1194,5183.5986328125
1195,6499.50048828125
1196,6789.53564453125
1197,6155.52880859375
1198,7800.93994140625
1199,6658.658203125
1200,6602.24658203125
1201,7481.001953125
1202,9102.611328125
1203,7192.271484375
1204,6619.2900390625
1205,6417.97998046875
1206,7654.25537109375
1207,7380.5947265625
1208,7957.02001953125
1209,6692.48779296875
1210,7056.50537109375
1211,8476.466796875
1212,6244.41015625
1213,6828.96533203125
1214,7705.052734375
1215,7827.7119140625
1216,10837.08984375
1217,7448.60595703125
1218,11591.7177734375
1219,6388.5048828125
1220,6295.5546875
1221,5148.1552734375
1222,6609.90869140625
1223,6941.49853515625
1224,6145.05126953125
1225,7327.43359375
1226,6632.82763671875
1227,5258.22265625
1228,6793.2021484375
1229,5933.8876953125
1230,5910.54150390625
1231,6807.87451171875
1232,7482.61474609375
1233,7423.18701171875
1234,6388.5048828125
1235,8076.91552734375
1236,6179.5302734375
1237,5671.2548828125
1238,6692.48779296875
1239,6584.39892578125
1240,10690.7568359375
1241,6930.0673828125
1242,6208.74609375
1243,7071.73974609375
1244,7205.708984375
1245,6837.1513671875
1246,6313.77001953125
1247,7718.40283203125
1248,6223.8125
1249,6396.12646484375
1250,6252.748046875
1251,6893.8271484375
1252,7355.37255859375
1253,6738.0986328125
1254,6632.82763671875
1255,6206.08740234375
1256,5828.56787109375
1257,6282.17236328125
1258,7324.931640625
1259,7654.25537109375
1260,8239.419921875
1261,10851.1865234375
1262,7479.33935546875
1263,6207.9404296875
1264,6631.2021484375
1265,9171.9560546875
1266,8239.419921875
1267,6248.0263671875
1268,6376.19580078125
1269,6807.87451171875
1270,6048.99267578125
1271,4998.6884765625
1272,6941.49853515625
1273,6257.861328125
1274,7230.3076171875
1275,6454.3349609375
1276,3508.400146484375
1277,6807.87451171875
1278,6818.779296875
1279,6532.751953125
1280,6091.4267578125
1281,6395.04052734375
1282,6420.45361328125
1283,7108.99609375
1284,6306.8779296875
1285,7145.2626953125
1286,5439.552734375
1287,5264.08935546875
1288,4107.9345703125
1289,7069.85107421875
1290,17425.396484375
1291,5488.97314453125
1292,6773.578125
1293,7838.19384765625
1294,5687.80517578125
1295,5457.560546875
1296,6807.87451171875
1297,5048.359375
1298,5970.2333984375
1299,7205.708984375
1300,5582.888671875
1301,8128.79638671875
1302,5500.28857421875
1303,6549.50390625
1304,7414.14404296875
1305,8019.28271484375
1306,8185.958984375
1307,6571.07275390625
1308,6443.71142578125
1309,5582.888671875
1310,6987.89990234375
1311,9641.4833984375
1312,7768.603515625
1313,7119.74462890625
1314,5937.0751953125
1315,6807.87451171875
1316,6632.82763671875
1317,5886.7587890625
1318,7308.00927734375
1319,6575.96337890625
1320,6094.2685546875
1321,7668.73876953125
1322,6274.18408203125
1323,6382.70654296875
1324,5938.39501953125
1325,7413.52880859375
1326,6782.86865234375
1327,4928.64453125
1328,6200.7861328125
1329,6786.13037109375
1330,7633.7099609375
1331,6632.82763671875
1332,7683.630859375
1333,5685.73828125
1334,6807.87451171875
1335,6063.88525390625
1336,5475.91552734375
1337,7108.99609375
1338,6993.12060546875
1339,6306.908203125
1340,7370.92138671875
1341,6537.92578125
1342,6169.25341796875
1343,6979.873046875
1344,6576.4462890625
1345,6782.86865234375
1346,5785.39794921875
1347,7749.01513671875
1348,6962.3857421875
1349,6110.10595703125
1350,7756.75732421875
1351,5782.51806640625
1352,5526.67822265625
1353,7043.298828125
1354,7511.65380859375
1355,8971.3935546875
1356,5578.6357421875
1357,6993.12060546875
1358,6306.908203125
1359,7114.19873046875
1360,6418.4697265625
1361,6936.68017578125
1362,5982.169921875
1363,6721.21044921875
1364,6473.49072265625
1365,6275.0458984375
1366,6306.908203125
1367,7067.107421875
1368,6933.2802734375
1369,6278.41015625
1370,8700.5595703125
1371,7261.31787109375
1372,8438.6982421875
1373,5293.13134765625
1374,5904.2021484375
1375,6512.75
1376,7996.14794921875
1377,7343.86181640625
1378,5355.322265625
1379,8534.73046875
1380,7872.9970703125
1381,6654.19482421875
1382,5418.15087890625
1383,4678.2021484375
1384,6819.61181640625
1385,5763.8779296875
1386,8634.6640625
1387,7124.56787109375
1388,6461.70166015625
1389,6723.4033203125
1390,7295.396484375
1391,6393.2353515625
1392,6988.8798828125
1393,6190.63330078125
1394,8467.20703125
1395,8369.9384765625
1396,7256.40185546875
1397,5797.76123046875
1398,6205.158203125
1399,5712.53271484375
1400,0.0
